v1,v2,,,,
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),,,,
pam,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,,,,
pam,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",,,,
pam,I cant wait to see you! How were the photos were useful? :),,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,,
pam,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,,,,
pam,Chk in ur belovd ms dict,,,,
pam,Is that what time you want me to come?,,,,
pam,"Awesome, lemme know whenever you're around",,,,
pam,Shb b ok lor... Thanx...,,,,
pam,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,,
pam,Also remember to get dobby's bowl from your car,,,,
spam,Filthy stories and GIRLS waiting for your,,,,
pam,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,,,,
pam,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",,,,
pam,Welp apparently he retired,,,,
pam,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,,,,
pam,Where @,,,,
pam,U sure u can't take any sick time?,,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,,,,
pam,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",,,,
pam,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,,,,
pam,Are you this much buzy,,,,
pam,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,,,,
pam,I am not sure about night menu. . . I know only about noon menu,,,,
pam,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,,,,
pam,Are you willing to go for aptitude class.,,,,
pam,"It wont b until 2.15 as trying 2 sort house out, is that ok?",,,,
pam,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",,,,
pam,"Haha awesome, omw back now then",,,,
pam,Yup i thk so until e shop closes lor.,,,,
pam,what is your account number?,,,,
pam,Eh u send wrongly lar...,,,,
pam,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,,,,
pam,Ok i shall talk to him,,,,
pam,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,,,,
pam,Hey you can pay. With salary de. Only  &lt;#&gt; .,,,,
pam,Another month. I need chocolate weed and alcohol.,,,,
pam,If he started searching he will get job in few days.he have great potential and talent.,,,,
pam,Reckon need to be in town by eightish to walk from * carpark.,,,,
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",,,,
pam,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,,,,
pam,Yo guess what I just dropped,,,,
pam,Carlos says he'll be at mu in  &lt;#&gt;  minutes,,,,
pam,I'm in office now . I will call you  &lt;#&gt;  min:),,,,
pam,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",,,,
pam,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",,,,
pam,Ugh. Gotta drive back to sd from la. My butt is sore.,,,,
pam,26th OF JULY,,,,
pam,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,,,,
pam,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,,,,
pam,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,,
pam,"I can't, I don't have her number!",,,,
pam,Change again... It's e one next to escalator...,,,,
pam,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,,,,
pam,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,,,,
pam,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,,,,
pam,"Aight will do, thanks again for comin out",,,,
pam,No..but heard abt tat..,,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,,
pam,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,,,,
pam,&lt;#&gt;  am I think? Should say on syllabus,,,,
pam,Umma. Did she say anything,,,,
pam,Give me a sec to think think about it,,,,
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,,,,
pam,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,,,,
pam,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",,,,
pam,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",,,,
pam,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,,,,
pam,"I just got home babe, are you still awake ?",,,,
pam,I dunno they close oredi not... ÌÏ v ma fan...,,,,
pam,Just buy a pizza. Meat lovers or supreme. U get to pick.,,,,
pam,"Ya, told..she was asking wats matter?",,,,
pam,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",,,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,,,,
pam,Shall i send that exe to your mail id.,,,,
pam,Nope watching tv at home... Not going out. V bored...,,,,
pam,Don know..wait i will check it.,,,,
pam,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",,,,
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,,,,
pam,We still on for tonight?,,,,
pam,May i call You later Pls,,,,
pam,Hasn't that been the pattern recently crap weekends?,,,,
pam,I have a sore throat. It's scratches when I talk,,,,
pam,Yes da. Any plm at ur office,,,,
pam,Are you not around or just still asleep? :V,,,,
pam,"Lol you forgot it eh ? Yes, I'll bring it in babe",,,,
pam,"Its good, we'll find a way",,,,
pam,Can not use foreign stamps in this country. Good lecture .,,,,
pam,Yup bathe liao...,,,,
pam,HAPPY NEW YEAR MY NO.1 MAN,,,,
pam,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",,,,
pam,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,,,,
pam,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",,,,
pam,"No my blankets are sufficient, thx",,,,
pam,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",,,,
pam,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)""",
pam,They just talking thats it de. They wont any other.,,,,
pam,Today am going to college so am not able to atten the class.,,,,
pam,I'm in class. Will holla later,,,,
pam,Easy ah?sen got selected means its good..,,,,
pam,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,,,,
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",,,,
pam,"Come round, it's . ",,,,
pam,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",,,,
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",,,,
pam,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,,,,
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,,,,
pam,Are you available for soiree on June 3rd?,,,,
pam,Do u noe wat time e place dat sells 4d closes?,,,,
pam,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",,,,
pam,Jay's getting really impatient and belligerent,,,,
pam,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,,,,
pam,I'm at work. Please call,,,,
pam,Then u drive lor.,,,,
pam,Ard 515 like dat. Y?,,,,
pam,Tell me they're female :V how're you throwing in? We're deciding what all to get now,,,,
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,,,,
pam,I'm working technical support :)voice process.networking field.,,,,
pam,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,,,,
pam,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,,,,
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,,,,
pam,"That's fine, I'll bitch at you about it later then",,,,
pam,No my mum went 2 dentist.,,,,
pam,Once free call me sir. I am waiting for you.,,,,
pam,Meeting u is my work. . . Tel me when shall i do my work tomorrow,,,,
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,,,,
pam,Jus finish bathing...,,,,
pam,"alright, I'll make sure the car is back tonight",,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,,,,
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,,,,
pam,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,,,,
pam,Aight ill get on fb in a couple minutes,,,,
pam,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,,,,
pam,Where can download clear movies. Dvd copies.,,,,
pam,"Yep, by the pretty sculpture",,,,
pam,Convey my regards to him,,,,
pam,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,,,,
pam,You tell what happen dont behave like this to me. Ok no need to say,,,,
pam,Can u get pic msgs to your phone?,,,,
pam,Send to someone else :-),,,,
pam,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,,
pam,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,,,,
pam,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",,,,
pam,I don't think he has spatula hands!,,,,
pam,You can never do NOTHING,,,,
